text,label
"Sunita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Suresh hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Karan hu, health scheme me family member add karna hai.",health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Kavita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Deepak hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Anita.,health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
Ayushman Bharat card download kaise karu? Nisha puch raha/rahi hu.,health
"Meena hu, health scheme me family member add karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
"Karan bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Pooja.,health
"Seema hu, hospital me Ayushman card accept nahi kar rahe.",health
"Seema hu, health scheme me family member add karna hai.",health
"Priya hu, health scheme me family member add karna hai.",health
"Ritu speaking, mera health insurance scheme ka approval pending hai.",health
"Seema hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ravi hu, hospital me Ayushman card accept nahi kar rahe.",health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Vikas hu, hospital me Ayushman card accept nahi kar rahe.",health
"Pooja hu, hospital me Ayushman card accept nahi kar rahe.",health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Government hospital me treatment free milega kya? Sunita.,health
Ayushman Bharat card download kaise karu? Priya puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Sunita.,health
Government hospital me treatment free milega kya? Vikas.,health
Free health checkup scheme ke liye kaise register kare? Amit.,health
"Neha hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Anita puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Amit.,health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
"Sunita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Ritu puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Deepak.,health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
"Kavita hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Rajesh.,health
Ayushman claim ka status kaise check kare? Vikas.,health
"Arjun speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Seema.,health
Government hospital me treatment free milega kya? Seema.,health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman claim ka status kaise check kare? Sunita.,health
"Pooja hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Ritu.,health
Free health checkup scheme ke liye kaise register kare? Kavita.,health
"Mera health scheme card apply kiya hai, update chahiye, Manoj.",health
"Ritu speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Rahul puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Ravi.",health
Ayushman claim ka status kaise check kare? Suresh.,health
Free health checkup scheme ke liye kaise register kare? Rahul.,health
"Mera health scheme card apply kiya hai, update chahiye, Rahul.",health
"Pooja hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Nisha.,health
Ayushman Bharat card download kaise karu? Karan puch raha/rahi hu.,health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ritu hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Pooja.,health
Government hospital me treatment free milega kya? Pooja.,health
"Manoj bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Sunita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Sunita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Neha.,health
"Priya bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Pooja bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Arjun puch raha/rahi hu.,health
Ayushman claim ka status kaise check kare? Anita.,health
"Seema hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rajesh speaking, mera health insurance scheme ka approval pending hai.",health
Free health checkup scheme ke liye kaise register kare? Amit.,health
Ayushman claim ka status kaise check kare? Manoj.,health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
"Sunita speaking, mera health insurance scheme ka approval pending hai.",health
"Kavita hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Rajesh.,health
"Ritu bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Amit.,health
"Rajesh hu, health scheme me family member add karna hai.",health
"Amit hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Ravi puch raha/rahi hu.,health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi hu, health scheme me family member add karna hai.",health
"Meena hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Karan.,health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
"Seema hu, health scheme me family member add karna hai.",health
"Manoj bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Meena hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
"Manoj bol raha/rahi hu, mera health card lost ho gaya hai.",health
Free health checkup scheme ke liye kaise register kare? Rahul.,health
"Rajesh bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Ritu bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Government hospital me treatment free milega kya? Ravi.,health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Amit hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Nisha.,health
"Kavita hu, health scheme me family member add karna hai.",health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Neha speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Suresh.",health
"Nisha hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Suresh puch raha/rahi hu.,health
"Pooja bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Priya.,health
Ayushman claim ka status kaise check kare? Nisha.,health
Ayushman Bharat card download kaise karu? Manoj puch raha/rahi hu.,health
"Nisha hu, health scheme me family member add karna hai.",health
"Karan bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Deepak hu, health scheme me family member add karna hai.",health
"Pooja hu, hospital me Ayushman card accept nahi kar rahe.",health
"Priya hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Seema.",health
"Suresh hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Arjun hu, hospital me Ayushman card accept nahi kar rahe.",health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Rahul puch raha/rahi hu.,health
"Pooja hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Manoj.,health
"Kavita hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Neha puch raha/rahi hu.,health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Nisha puch raha/rahi hu.,health
"Seema bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Kavita.,health
"Sunita hu, health scheme me family member add karna hai.",health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Manoj.,health
"Amit bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Nisha speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Arjun puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Amit.,health
Free health checkup scheme ke liye kaise register kare? Rajesh.,health
Free health checkup scheme ke liye kaise register kare? Ravi.,health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
"Amit bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Kavita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
Free health checkup scheme ke liye kaise register kare? Amit.,health
Free health checkup scheme ke liye kaise register kare? Neha.,health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Arjun bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
Government hospital me treatment free milega kya? Kavita.,health
"Pooja bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Priya hu, hospital me Ayushman card accept nahi kar rahe.",health
Government hospital me treatment free milega kya? Amit.,health
Government hospital me treatment free milega kya? Neha.,health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Karan speaking, mera health insurance scheme ka approval pending hai.",health
"Seema speaking, mera health insurance scheme ka approval pending hai.",health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Seema.",health
"Suresh speaking, mera health insurance scheme ka approval pending hai.",health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Neha.,health
"Sunita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ravi speaking, mera health insurance scheme ka approval pending hai.",health
"Ritu hu, health scheme me family member add karna hai.",health
"Anita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Rahul.",health
Ayushman Bharat card download kaise karu? Deepak puch raha/rahi hu.,health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Nisha puch raha/rahi hu.,health
"Sunita speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Manoj puch raha/rahi hu.,health
"Arjun hu, health scheme me family member add karna hai.",health
"Meena speaking, mera health insurance scheme ka approval pending hai.",health
"Arjun speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Rajesh.,health
Ayushman Bharat card download kaise karu? Kavita puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Ravi.,health
Government hospital me treatment free milega kya? Pooja.,health
Ayushman Bharat card download kaise karu? Priya puch raha/rahi hu.,health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Rahul bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Rajesh hu, health scheme me family member add karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Ravi.",health
Free health checkup scheme ke liye kaise register kare? Arjun.,health
Ayushman Bharat card download kaise karu? Anita puch raha/rahi hu.,health
"Priya bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Meena puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Seema.,health
"Arjun hu, hospital me Ayushman card accept nahi kar rahe.",health
"Nisha bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Sunita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Priya.,health
Free health checkup scheme ke liye kaise register kare? Meena.,health
Government hospital me treatment free milega kya? Kavita.,health
"Neha bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Rahul.",health
Government hospital me treatment free milega kya? Pooja.,health
"Mera health scheme card apply kiya hai, update chahiye, Manoj.",health
"Sunita hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Arjun.,health
"Neha hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Ritu.",health
"Kavita hu, health scheme me family member add karna hai.",health
"Ritu hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Rajesh.,health
"Priya hu, hospital me Ayushman card accept nahi kar rahe.",health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
"Rajesh hu, health scheme me family member add karna hai.",health
"Meena bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Anita hu, health scheme me family member add karna hai.",health
"Priya speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Anita.,health
Free health checkup scheme ke liye kaise register kare? Rajesh.,health
"Manoj bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Ravi.,health
Ayushman claim ka status kaise check kare? Pooja.,health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Priya puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Deepak.,health
Ayushman claim ka status kaise check kare? Pooja.,health
Ayushman Bharat card download kaise karu? Suresh puch raha/rahi hu.,health
"Anita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman Bharat card download kaise karu? Meena puch raha/rahi hu.,health
Ayushman claim ka status kaise check kare? Pooja.,health
Ayushman claim ka status kaise check kare? Ritu.,health
Ayushman claim ka status kaise check kare? Pooja.,health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Vikas bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Vikas bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Manoj hu, health scheme me family member add karna hai.",health
"Suresh bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Rajesh puch raha/rahi hu.,health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Neha.,health
"Manoj bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Arjun.,health
Free health checkup scheme ke liye kaise register kare? Pooja.,health
"Seema bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Anita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Seema hu, health scheme me family member add karna hai.",health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rahul speaking, mera health insurance scheme ka approval pending hai.",health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Seema bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Priya hu, hospital me Ayushman card accept nahi kar rahe.",health
"Manoj hu, health scheme me family member add karna hai.",health
"Deepak speaking, mera health insurance scheme ka approval pending hai.",health
"Sunita speaking, mera health insurance scheme ka approval pending hai.",health
Government hospital me treatment free milega kya? Ravi.,health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
"Amit hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Sunita.,health
Free health checkup scheme ke liye kaise register kare? Amit.,health
"Rajesh hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Rajesh puch raha/rahi hu.,health
"Nisha hu, health scheme me family member add karna hai.",health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Rahul.,health
"Ritu bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Sunita.,health
Free health checkup scheme ke liye kaise register kare? Seema.,health
Free health checkup scheme ke liye kaise register kare? Kavita.,health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
"Manoj bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman Bharat card download kaise karu? Kavita puch raha/rahi hu.,health
"Deepak hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Suresh.,health
Ayushman claim ka status kaise check kare? Rajesh.,health
"Manoj speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Nisha puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Kavita.,health
"Pooja hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Ravi puch raha/rahi hu.,health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
"Kavita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Amit.,health
"Mera health scheme card apply kiya hai, update chahiye, Karan.",health
"Vikas hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Pooja.,health
Government hospital me treatment free milega kya? Manoj.,health
"Anita bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Seema hu, hospital me Ayushman card accept nahi kar rahe.",health
"Amit speaking, mera health insurance scheme ka approval pending hai.",health
"Pooja bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Ritu.,health
Free health checkup scheme ke liye kaise register kare? Vikas.,health
Ayushman Bharat card download kaise karu? Vikas puch raha/rahi hu.,health
Ayushman claim ka status kaise check kare? Sunita.,health
Government hospital me treatment free milega kya? Pooja.,health
"Mera health scheme card apply kiya hai, update chahiye, Deepak.",health
"Sunita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Karan.",health
Ayushman Bharat card download kaise karu? Rahul puch raha/rahi hu.,health
"Neha hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Sunita puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Vikas.,health
"Amit speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Deepak puch raha/rahi hu.,health
"Suresh speaking, mera health insurance scheme ka approval pending hai.",health
"Rahul bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Suresh.",health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Rahul bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Priya puch raha/rahi hu.,health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Neha bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Vikas.,health
"Karan hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rahul bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Neha bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Suresh bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Suresh hu, health scheme me family member add karna hai.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Nisha.,health
Government hospital me treatment free milega kya? Amit.,health
Free health checkup scheme ke liye kaise register kare? Ravi.,health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
"Rajesh hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Vikas.,health
"Mera health scheme card apply kiya hai, update chahiye, Sunita.",health
Government hospital me treatment free milega kya? Arjun.,health
Ayushman claim ka status kaise check kare? Sunita.,health
Free health checkup scheme ke liye kaise register kare? Arjun.,health
"Ravi hu, hospital me Ayushman card accept nahi kar rahe.",health
Government hospital me treatment free milega kya? Manoj.,health
"Suresh bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Arjun hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Deepak.,health
"Meena hu, health scheme me family member add karna hai.",health
"Amit bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Priya.,health
"Ravi bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Neha hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Priya.",health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Deepak.",health
"Mera health scheme card apply kiya hai, update chahiye, Amit.",health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
"Vikas hu, hospital me Ayushman card accept nahi kar rahe.",health
"Vikas speaking, mera health insurance scheme ka approval pending hai.",health
"Pooja hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Meena.,health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
"Mera health scheme card apply kiya hai, update chahiye, Deepak.",health
Free health checkup scheme ke liye kaise register kare? Vikas.,health
"Nisha bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Nisha.,health
"Mera health scheme card apply kiya hai, update chahiye, Kavita.",health
"Suresh bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Ritu.,health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Pooja puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Seema bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Neha.,health
"Meena bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Manoj bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Anita.,health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
Ayushman claim ka status kaise check kare? Meena.,health
Government hospital me treatment free milega kya? Nisha.,health
"Mera health scheme card apply kiya hai, update chahiye, Priya.",health
"Karan bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Manoj bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Meena bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Seema bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Rahul hu, health scheme me family member add karna hai.",health
"Deepak hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Neha puch raha/rahi hu.,health
"Meena hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Neha.",health
"Rahul bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman claim ka status kaise check kare? Priya.,health
"Vikas hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Anita.,health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
"Deepak hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Nisha bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Seema hu, health scheme me family member add karna hai.",health
"Deepak speaking, mera health insurance scheme ka approval pending hai.",health
"Karan hu, health scheme me family member add karna hai.",health
"Priya bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Rajesh hu, health scheme me family member add karna hai.",health
"Amit speaking, mera health insurance scheme ka approval pending hai.",health
"Arjun hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Rahul.,health
Government hospital me treatment free milega kya? Rahul.,health
"Kavita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman claim ka status kaise check kare? Anita.,health
Ayushman Bharat card download kaise karu? Kavita puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Anita.,health
"Vikas bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Sunita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Suresh.,health
"Priya speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Ravi.,health
Government hospital me treatment free milega kya? Suresh.,health
Government hospital me treatment free milega kya? Sunita.,health
"Suresh speaking, mera health insurance scheme ka approval pending hai.",health
"Seema speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Arjun.",health
Government hospital me treatment free milega kya? Rajesh.,health
Free health checkup scheme ke liye kaise register kare? Manoj.,health
"Kavita bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Meena speaking, mera health insurance scheme ka approval pending hai.",health
"Karan speaking, mera health insurance scheme ka approval pending hai.",health
"Rahul bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Meena hu, health scheme me family member add karna hai.",health
"Priya hu, health scheme me family member add karna hai.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Rahul puch raha/rahi hu.,health
"Ritu bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ritu speaking, pension form submit kiya tha par approval nahi mila.",pension
"Meena hu, pension amount account me nahi aaya hai.",pension
"Old age pension apply kiya tha, update chahiye, Ritu.",pension
"Mera pension account change karna hai, Vikas bol raha/rahi hu.",pension
"Deepak speaking, pension form submit kiya tha par approval nahi mila.",pension
"Neha bol raha/rahi hu, mera pension ruka hua hai, status check karna hai.",pension
"Mera pension account change karna hai, Karan bol raha/rahi hu.",pension
Pension scheme me naam correction kaise kare? Meena.,pension
"Old age pension apply kiya tha, update chahiye, Neha.",pension
"Nisha bol raha/rahi hu, pension portal login issue aa raha hai.",pension
"Manoj hu, pension amount account me nahi aaya hai.",pension
"Deepak bol raha/rahi hu, mera pension ruka hua hai, status check karna hai.",pension
"Anita bol raha/rahi hu, pension portal login issue aa raha hai.",pension
"Vikas bol raha/rahi hu, pension portal login issue aa raha hai.",pension
Senior citizen pension ka status kaise check kare? Manoj.,pension
"Anita hu, pension amount account me nahi aaya hai.",pension
"Sunita bol raha/rahi hu, pension portal login issue aa raha hai.",pension
"Meena speaking, pension form submit kiya tha par approval nahi mila.",pension
Widow pension ke liye eligibility kya hai? Kavita.,pension
"Deepak hu, pension payment ka last transaction check karna hai.",pension
Pension scheme me naam correction kaise kare? Nisha.,pension
Senior citizen pension ka status kaise check kare? Manoj.,pension
"Mera pension account change karna hai, Vikas bol raha/rahi hu.",pension
Senior citizen pension ka status kaise check kare? Amit.,pension
"Mera pension account change karna hai, Karan bol raha/rahi hu.",pension
Widow pension ke liye eligibility kya hai? Ravi.,pension
"Amit speaking, pension form submit kiya tha par approval nahi mila.",pension
"Ravi hu, pension amount account me nahi aaya hai.",pension
"Old age pension apply kiya tha, update chahiye, Neha.",pension
"Vikas hu, pension amount account me nahi aaya hai.",pension
Senior citizen pension ka status kaise check kare? Karan.,pension
"Mera pension account change karna hai, Seema bol raha/rahi hu.",pension
Senior citizen pension ka status kaise check kare? Rahul.,pension
Senior citizen pension ka status kaise check kare? Seema.,pension
Senior citizen pension ka status kaise check kare? Rajesh.,pension
"Neha hu, pension payment ka last transaction check karna hai.",pension
